Iteration, Time, p_B0(60, 10), p_B0(300, 10), p_B0(480, 10), p_B0(60, 50), p_B0(300, 50), p_B0(480, 50)
1, 0.003000000000, 0.178571138917, 0.178571428571, 0.178571138917, 0.178571428571, 0.178571428571, 0.178571428571
100, 0.300000000000, 0.178538501270, 0.178583629133, 0.178538501270, 0.178571428571, 0.178571428567, 0.178571428571
200, 0.600000000000, 0.178548658942, 0.178773729985, 0.178548658942, 0.178571428571, 0.178571428574, 0.178571428571
300, 0.900000000000, 0.179995968761, 0.180401714751, 0.179995968761, 0.178571428571, 0.178571428593, 0.178571428571
400, 1.200000000000, 0.187980582216, 0.190408672898, 0.187980582216, 0.178571428571, 0.178571428624, 0.178571428571
500, 1.500000000000, 0.194559183756, 0.203202426467, 0.194559183757, 0.178571428571, 0.178571428666, 0.178571428571
600, 1.800000000000, 0.192679011724, 0.204296725240, 0.192679011724, 0.178571428571, 0.178571428720, 0.178571428571
700, 2.100000000000, 0.187906268196, 0.198591898715, 0.187906268196, 0.178571428571, 0.178571428784, 0.178571428571
800, 2.400000000000, 0.184017764369, 0.196000069168, 0.184017764369, 0.178571428572, 0.178571428859, 0.178571428572
900, 2.700000000000, 0.182320519344, 0.198096995327, 0.182320519344, 0.178571428572, 0.178571428943, 0.178571428572
1000, 3.000000000000, 0.181799734649, 0.199443808898, 0.181799734649, 0.178571428572, 0.178571429037, 0.178571428572
1100, 3.300000000000, 0.181583226116, 0.198523385868, 0.181583226117, 0.178571428570, 0.178571429139, 0.178571428570
1200, 3.600000000000, 0.181400476996, 0.196479754990, 0.181400476996, 0.178571428567, 0.178571429249, 0.178571428567
1300, 3.900000000000, 0.181226224053, 0.194358802649, 0.181226224052, 0.178571428563, 0.178571429367, 0.178571428563
1400, 4.200000000000, 0.181069550011, 0.192619342620, 0.181069550012, 0.178571428563, 0.178571429491, 0.178571428563
1500, 4.500000000000, 0.180924832745, 0.191711914102, 0.180924832745, 0.178571428573, 0.178571429620, 0.178571428573
1600, 4.800000000000, 0.180789055706, 0.191396349303, 0.180789055706, 0.178571428597, 0.178571429755, 0.178571428597
1700, 5.100000000000, 0.180667227677, 0.191079278918, 0.180667227676, 0.178571428628, 0.178571429893, 0.178571428628
1800, 5.400000000000, 0.180563549079, 0.190560148219, 0.180563549079, 0.178571428646, 0.178571430033, 0.178571428646
1900, 5.700000000000, 0.180476644442, 0.189994191286, 0.180476644442, 0.178571428616, 0.178571430177, 0.178571428616
2000, 6.000000000000, 0.180401389290, 0.189511164737, 0.180401389290, 0.178571428503, 0.178571430326, 0.178571428503
2100, 6.300000000000, 0.180333798806, 0.189076554013, 0.180333798805, 0.178571428306, 0.178571430476, 0.178571428306
2200, 6.600000000000, 0.180272385589, 0.188612910919, 0.180272385589, 0.178571428071, 0.178571430611, 0.178571428071
2300, 6.900000000000, 0.180217528464, 0.188164833682, 0.180217528464, 0.178571427905, 0.178571430724, 0.178571427905
2400, 7.200000000000, 0.180168202618, 0.187746484167, 0.180168202618, 0.178571427942, 0.178571430858, 0.178571427942
2500, 7.500000000000, 0.180121916253, 0.187274576031, 0.180121916253, 0.178571428259, 0.178571431092, 0.178571428259
2600, 7.800000000000, 0.180076523483, 0.186818870392, 0.180076523483, 0.178571428785, 0.178571431406, 0.178571428785
2700, 8.100000000000, 0.180032099250, 0.186410699862, 0.180032099250, 0.178571429246, 0.178571431537, 0.178571429247
2800, 8.400000000000, 0.179989134618, 0.185921674043, 0.179989134618, 0.178571429032, 0.178571431114, 0.178571429032
2900, 8.700000000000, 0.179947715593, 0.185397894164, 0.179947715593, 0.178571427211, 0.178571430326, 0.178571427211
3000, 9.000000000000, 0.179907889736, 0.184933842785, 0.179907889735, 0.178571422866, 0.178571430572, 0.178571422866
3100, 9.300000000000, 0.179869881810, 0.184436500918, 0.179869881810, 0.178571414972, 0.178571433964, 0.178571414972
3200, 9.600000000000, 0.179834208049, 0.183882053634, 0.179834208049, 0.178571401197, 0.178571441447, 0.178571401198
3300, 9.900000000000, 0.179800862802, 0.183366325412, 0.179800862802, 0.178571376745, 0.178571448586, 0.178571376746
3400, 10.200000000000, 0.179769257069, 0.182875711743, 0.179769257069, 0.178571334788, 0.178571449958, 0.178571334788
