Time,KineticEnergy,SolenoidalDissipation,DilatationalDissipation
0.0005,,,
0.05,0.12498943658977839,0.00046894992105142656,5.998774408191551e-07
0.1,0.12500387611011127,0.0004697043821289598,2.2957514380417553e-06
0.15,0.1250411320767998,0.00047103457409631297,4.872261701194289e-06
0.2,0.1250979777302786,0.0004729563576816657,7.984241959880502e-06
0.25,0.1251705651304456,0.00047548020581548214,1.1256460029947814e-05
0.3,0.12525498781332836,0.0004786046164150456,1.4323084242769414e-05
0.35,0.1253478266398975,0.00048230800065220407,1.6911119210728787e-05
0.4,0.12544660161573215,0.0004865436439057643,1.8885414126618895e-05
0.45,0.1255500392242421,0.0004912399447798288,2.02740126995809e-05
0.5,0.12565805467639973,0.0004963069687007073,2.1243238368223004e-05
0.55,0.12577142435584782,0.0005016481235816535,2.2051558605598876e-05
0.6,0.1258911707198791,0.0005071735309034197,2.2986353094055703e-05
0.65,0.12601777826450786,0.0005128114832955553,2.430514154673574e-05
0.7,0.1261503970804333,0.000518515428802193,2.6186097672742147e-05
0.75,0.12628625089558895,0.0005242657464224532,2.8692423431444248e-05
0.8,0.12642049611635753,0.000530066905187989,3.175404097173959e-05
0.85,0.12654667486684304,0.0005359420936015226,3.517941358937892e-05
0.9,0.12665777096187214,0.000541926429040261,3.870293752327963e-05
0.95,0.12674764862448765,0.0005480601402206649,4.2066761254912636e-05
1.0,0.12681245265513905,0.0005543824979008942,4.510624252435564e-05
1.05,0.126851453754051,0.0005609268492522516,4.780147797728642e-05
1.1,0.12686701279134563,0.0005677170489842817,5.027335566612627e-05
1.15,0.12686376480885425,0.0005747651173583646,5.271074399920075e-05
1.2,0.12684745826608815,0.0005820697878845143,5.5291218042694404e-05
1.25,0.12682399618783588,0.000589615964978333,5.813924628358732e-05
1.3,0.126798993551241,0.0005973751750547844,6.133579827583878e-05
1.35,0.12677774772524913,0.0006053075444441656,6.497133745563368e-05
1.4,0.1267653389525359,0.0006133651637124401,6.92276543662111e-05
1.45,0.1267664372821462,0.000621497907926412,7.437423735590387e-05
1.5,0.12678482935901028,0.0006296601004894671,8.076701443330224e-05
1.55,0.12682278485237325,0.0006378179997081795,8.883030007200113e-05
1.6,0.12688043827298356,0.0006459572256426719,9.903227015306617e-05
1.65,0.12695539016265206,0.0006540846997715035,0.00011182421968245603
1.7,0.1270425019158586,0.0006622257824217784,0.00012688180544068726
1.75,0.12713476242447508,0.0006704273697844815,0.00014376556421770445
1.8,0.12722499536340492,0.0006787486347172978,0.0001614535976965949
1.85,0.12730479044793433,0.0006872343529506999,0.00017754211006730996
1.9,0.12737074559153638,0.0006959645685188141,0.0001939785231935143
1.95,0.12741748044505044,0.0007049870600922948,0.0002072445262192
2.0,0.12744301026851454,0.000714354318572666,0.00021931999588083062
2.05,0.12744875678257878,0.0007241611286895049,0.00023142629011742064
2.1,0.12743152336455035,0.0007344250218440159,0.00023796187732160116
2.15,0.12739723259702054,0.0007452379946376637,0.0002458529287102106
2.2,0.1273479670688225,0.0007566609988448719,0.00025228267910478694
2.25,0.12728234832818608,0.0007687107669645072,0.00025465632399487473
2.3,0.12720847274845212,0.000781510835219233,0.00026031663765856003
2.35,0.12712301494817896,0.0007950347669700438,0.00026085284027055973
2.4,0.1270282083566793,0.0008093122614974591,0.0002614997057909577
2.45,0.12693004162917856,0.0008243968190807071,0.0002641547081140513
2.5,0.12682439177496357,0.0008401706841594756,0.0002607096720916946
2.55,0.12671840166046722,0.0008566626567581189,0.00025946968823628824
2.6,0.12661666371815863,0.0008738177983230551,0.00025838403021094286
2.65,0.12651776028412365,0.0008914658288638585,0.0002532180960371953
2.7,0.12643128762578432,0.0009096993042760335,0.0002511690879651377
2.75,0.12635743106883604,0.0009283227020815462,0.00024618916937687175
2.8,0.1262995216571021,0.0009472410558480933,0.00024188906721210425
2.85,0.12626215536742433,0.0009665850396900497,0.00023822103401611254
2.9,0.1262424324152033,0.0009860770625373114,0.00023305381540900683
2.95,0.1262446772827419,0.001005868699592081,0.00022935164440414084
3.0,0.12626392613375206,0.001025905487818571,0.00022417870671465114
3.05,0.12630267395871583,0.0010462228008605524,0.0002198410020810338
3.1,0.12635665931914344,0.0010668671164802408,0.00021533581260753528
