# #"Time" "KineticEnergy" "SolenoidalDissipation" "DilatationalDissipation""
3.350000000000000089e+00 1.269309321931204604e-01 1.184613933621771415e-03 3.168105587396532292e-04
3.399999999999999911e+00 1.270639691571333885e-01 1.210890112255978224e-03 3.153086786755938432e-04
3.450000000000000178e+00 1.271972208093619661e-01 1.238606217707323258e-03 3.163233610903387551e-04
3.500000000000000000e+00 1.273309382733154582e-01 1.267937374593753816e-03 3.187186815628088019e-04
3.549999999999999822e+00 1.274584120409493204e-01 1.298675053587287822e-03 3.198513183031115271e-04
3.600000000000000089e+00 1.275744985801145481e-01 1.330948904124862634e-03 3.246238632104764721e-04
3.649999999999999911e+00 1.276773612559218563e-01 1.364488265336324165e-03 3.285797115672683911e-04
3.700000000000000178e+00 1.277585871054756350e-01 1.398836043541654096e-03 3.324914376503218787e-04
3.750000000000000000e+00 1.278194713998248577e-01 1.434007382874979931e-03 3.364849122686825377e-04
3.799999999999999822e+00 1.278521120308900028e-01 1.469324895385433699e-03 3.384956162845889713e-04
3.850000000000000089e+00 1.278568860583642330e-01 1.504781906127992692e-03 3.387398010752126309e-04
3.899999999999999911e+00 1.278300711926356470e-01 1.540310332959284089e-03 3.371960110194249034e-04
3.950000000000000178e+00 1.277729145258004739e-01 1.575808754547974389e-03 3.330476153587856266e-04
4.000000000000000000e+00 1.276871747156026471e-01 1.611457773705224404e-03 3.279642074177827982e-04
4.049999999999999822e+00 1.275782937026060659e-01 1.647523051573263802e-03 3.240389907002134517e-04
4.099999999999999645e+00 1.274511936188381933e-01 1.684076263777288052e-03 3.187222086545316024e-04
4.150000000000000355e+00 1.273120930872461143e-01 1.721292912385628772e-03 3.156074341638652079e-04
4.200000000000000178e+00 1.271658774658543101e-01 1.759339223935216029e-03 3.126582966206453641e-04
4.250000000000000000e+00 1.270163777732217503e-01 1.798366916109368947e-03 3.113812151453788403e-04
4.299999999999999822e+00 1.268667807651135404e-01 1.838517519328864433e-03 3.118610324893796503e-04
4.349999999999999645e+00 1.267175531587042270e-01 1.879801619694749246e-03 3.134613028610380736e-04
4.400000000000000355e+00 1.265684042210482585e-01 1.922209066590874985e-03 3.176740342250757303e-04
4.450000000000000178e+00 1.264172123652717583e-01 1.965663029776368743e-03 3.239954145271644833e-04
4.500000000000000000e+00 1.262600295288671959e-01 2.009996989952378323e-03 3.318230319303576881e-04
4.549999999999999822e+00 1.260937028152165906e-01 2.055038100189379279e-03 3.430671082605097830e-04
4.599999999999999645e+00 1.259137002218118084e-01 2.100644288174707656e-03 3.561104794048103686e-04
4.650000000000000355e+00 1.257169889551775499e-01 2.146655298127257607e-03 3.705533424695455348e-04
4.700000000000000178e+00 1.255013791273213719e-01 2.193070504084125225e-03 3.848388929729089727e-04
4.750000000000000000e+00 1.252672113952820743e-01 2.239827867248981186e-03 3.991339708429645348e-04
4.799999999999999822e+00 1.250156416055085706e-01 2.286924767131815178e-03 4.124595431105768594e-04
4.849999999999999645e+00 1.247484599398197697e-01 2.334421390247722744e-03 4.252788401316502458e-04
4.900000000000000355e+00 1.244675931165014071e-01 2.382410961893559765e-03 4.383987104857191936e-04
4.950000000000000178e+00 1.241741072906830251e-01 2.430858801965966442e-03 4.499426171266213397e-04
5.000000000000000000e+00 1.238700828594053727e-01 2.479939226588877450e-03 4.614375849677679439e-04
5.049999999999999822e+00 1.235571619582950115e-01 2.529523570788557579e-03 4.713480464558082359e-04
5.099999999999999645e+00 1.232372599562545218e-01 2.580188000898243472e-03 4.793814410477592104e-04
5.150000000000000355e+00 1.229114949592205325e-01 2.631579998485539251e-03 4.871776657166701995e-04
5.200000000000000178e+00 1.225804746794572214e-01 2.684104675674407574e-03 4.929989289768070722e-04
5.250000000000000000e+00 1.222440970127148113e-01 2.737929831803580932e-03 4.996052236307969028e-04
5.299999999999999822e+00 1.219027644802017779e-01 2.792786932562114563e-03 5.059646878077541342e-04
5.349999999999999645e+00 1.215565792389592670e-01 2.849225609623565105e-03 5.119980037777864057e-04
5.400000000000000355e+00 1.212057110569360607e-01 2.907275040659644452e-03 5.194179091032307283e-04
5.450000000000000178e+00 1.208502878625460769e-01 2.967164542687095348e-03 5.279640217838430828e-04
5.500000000000000000e+00 1.204903922861498000e-01 3.029016664303003491e-03 5.366096021856886413e-04
5.549999999999999822e+00 1.201270389388259668e-01 3.093007551679161603e-03 5.471541344864431404e-04
5.599999999999999645e+00 1.197621231115330032e-01 3.159285075358267761e-03 5.600598467075987947e-04
5.650000000000000355e+00 1.193977120979946988e-01 3.227105983580352225e-03 5.743219512632024648e-04
5.700000000000000178e+00 1.190361266891570846e-01 3.295580601226689305e-03 5.890566647082698913e-04
5.750000000000000000e+00 1.186797475732952051e-01 3.364592632121864851e-03 6.037771807081018056e-04
5.799999999999999822e+00 1.183305085272856882e-01 3.434037998185778418e-03 6.171104007639649069e-04
5.849999999999999645e+00 1.179908543842718704e-01 3.504276917028899610e-03 6.310294683285438792e-04
5.900000000000000355e+00 1.176626686531378058e-01 3.576091030795318544e-03 6.462363579362455411e-04
5.950000000000000178e+00 1.173464476837497161e-01 3.650572363409350287e-03 6.615337934323943948e-04
6.000000000000000000e+00 1.170430180561153471e-01 3.727829138285303559e-03 6.768881123937008472e-04
6.049999999999999822e+00 1.167544964038412514e-01 3.807541594287203006e-03 6.938030084172052987e-04
6.099999999999999645e+00 1.164834714308988634e-01 3.890966901634804621e-03 7.122981544296143764e-04
6.150000000000000355e+00 1.162314671244843306e-01 3.979959360950123884e-03 7.273523505905613680e-04
6.200000000000000178e+00 1.160004180632731308e-01 4.074062803896057183e-03 7.371641563180904213e-04
6.250000000000000000e+00 1.157914620541583006e-01 4.170995683229512287e-03 7.480953907621035008e-04
6.299999999999999822e+00 1.156021317550899458e-01 4.272572887837768237e-03 7.608294392528556355e-04
6.349999999999999645e+00 1.154263632182925686e-01 4.374984747824305249e-03 7.678811100926010401e-04
6.400000000000000355e+00 1.152570636231639023e-01 4.474143925198010956e-03 7.674783253530199564e-04
6.450000000000000178e+00 1.150871811096264852e-01 4.570189003989661575e-03 7.611391931854667335e-04
6.500000000000000000e+00 1.149094553033290084e-01 4.662979476531166345e-03 7.436784682214053364e-04
6.549999999999999822e+00 1.147193823904812671e-01 4.752593500063987883e-03 7.237094592209913175e-04
6.599999999999999645e+00 1.145136180561962119e-01 4.840066320992156106e-03 7.124087898132497277e-04
6.650000000000000355e+00 1.142877018307942860e-01 4.925737934381290567e-03 7.087923103722525023e-04
6.700000000000000178e+00 1.140373508874862885e-01 5.008411762253759184e-03 7.089272848821833112e-04
6.750000000000000000e+00 1.137611395935688580e-01 5.086321764952061314e-03 7.089004372826028608e-04
6.799999999999999822e+00 1.134590254208377169e-01 5.158728708007175034e-03 7.085718867758942141e-04
6.849999999999999645e+00 1.131316396909155808e-01 5.226475801282589283e-03 7.067275834167806910e-04
6.900000000000000355e+00 1.127807642160439938e-01 5.290463875027981953e-03 7.023784459506221631e-04
6.950000000000000178e+00 1.124097428632016837e-01 5.352469802560324945e-03 6.962193222208209716e-04
7.000000000000000000e+00 1.120230269147738655e-01 5.414378914948728833e-03 6.876899254590176968e-04
7.049999999999999822e+00 1.116260477366691622e-01 5.478770064231359808e-03 6.738479691601250788e-04
7.099999999999999645e+00 1.112245667294315954e-01 5.548584750028456511e-03 6.501136769385536208e-04
7.150000000000000355e+00 1.108247865160198464e-01 5.624417756102564718e-03 6.203465559735467415e-04
7.200000000000000178e+00 1.104312001204396654e-01 5.706663894004105828e-03 5.894432265660162068e-04
7.250000000000000000e+00 1.100448151029838062e-01 5.795519076127980500e-03 5.593452714468499613e-04
7.299999999999999822e+00 1.096662754598901474e-01 5.890326394404926669e-03 5.361667173822947654e-04
7.349999999999999645e+00 1.092921438045511701e-01 5.990450328978901007e-03 5.161525652315891548e-04
7.400000000000000355e+00 1.089211132473112686e-01 6.094428960818680518e-03 5.006373787507306054e-04
7.450000000000000178e+00 1.085547504354582721e-01 6.200579764188652795e-03 4.888944076189063190e-04
7.500000000000000000e+00 1.081944901123092773e-01 6.308985484972468895e-03 4.741047087791583434e-04
7.549999999999999822e+00 1.078454032881132618e-01 6.420456748947822763e-03 4.614583194234383144e-04
7.599999999999999645e+00 1.075094648240145778e-01 6.535437189860712932e-03 4.528498020071881599e-04
7.650000000000000355e+00 1.071865066828318613e-01 6.652791164877344329e-03 4.471106685105061414e-04
7.700000000000000178e+00 1.068750140846458085e-01 6.770004646422328465e-03 4.405514049466575498e-04
7.750000000000000000e+00 1.065728969369400814e-01 6.885698238480067283e-03 4.341739991222397948e-04
7.799999999999999822e+00 1.062790451663391394e-01 7.000617198760329153e-03 4.280487564518052667e-04
7.849999999999999645e+00 1.059924120849739526e-01 7.116852784206434065e-03 4.225329540500454939e-04
7.900000000000000355e+00 1.057114848366001447e-01 7.235367401322115657e-03 4.175849972926519221e-04
7.950000000000000178e+00 1.054322137064490766e-01 7.353730557454453420e-03 4.140018939231032333e-04
8.000000000000000000e+00 1.051482615518482266e-01 7.462143912496408370e-03 4.108942120266762454e-04
8.050000000000000711e+00 1.048524813644281933e-01 7.547651075485656627e-03 4.101999780814513685e-04
8.099999999999999645e+00 1.045362897389171680e-01 7.603579821578655001e-03 4.121052427862940655e-04
8.150000000000000355e+00 1.041921797219593632e-01 7.639501009559043591e-03 4.156880693545905335e-04
8.199999999999999289e+00 1.038158363011981167e-01 7.671792126776113240e-03 4.170460467401817303e-04
8.250000000000000000e+00 1.034059971462734928e-01 7.707634189658685991e-03 4.155796951902456611e-04
8.300000000000000711e+00 1.029628571128505532e-01 7.744001835300476713e-03 4.136228295959423350e-04
8.349999999999999645e+00 1.024870754809107387e-01 7.777179909465065273e-03 4.124735771944339105e-04
8.400000000000000355e+00 1.019826635915731111e-01 7.805109747331180625e-03 4.131989161309142233e-04
8.449999999999999289e+00 1.014576952927724596e-01 7.830032051726366904e-03 4.155672929485633980e-04
8.500000000000000000e+00 1.009216841341678828e-01 7.857421133329985791e-03 4.182785864166612788e-04
8.550000000000000711e+00 1.003831658295491897e-01 7.892238081246127218e-03 4.203626214228779702e-04
8.599999999999999645e+00 9.984807513436928794e-02 7.938457601506436132e-03 4.215435550930897923e-04
8.650000000000000355e+00 9.931971268785211304e-02 7.997453630670885161e-03 4.208763206449996877e-04
8.699999999999999289e+00 9.879922733394022605e-02 8.068322240223772465e-03 4.170885369749516747e-04
8.750000000000000000e+00 9.828558082119884243e-02 8.152310460717451454e-03 4.101219802870208274e-04
8.800000000000000711e+00 9.777625141349530202e-02 8.252258678073207121e-03 3.990237583477984347e-04
8.849999999999999645e+00 9.726987064262221372e-02 8.368217418588586379e-03 3.881393026451226860e-04
8.900000000000000355e+00 9.676276761244172187e-02 8.495442982024098075e-03 3.787772963982645024e-04
8.949999999999999289e+00 9.625383859526900898e-02 8.626689547104566397e-03 3.707067850269365203e-04
9.000000000000000000e+00 9.574866601887084550e-02 8.755574324567763633e-03 3.618389122107424499e-04
9.050000000000000711e+00 9.525587872263029110e-02 8.877452756002371034e-03 3.520679553613245715e-04
9.099999999999999645e+00 9.478208466875438776e-02 8.988277710484023422e-03 3.435621786947640113e-04
9.150000000000000355e+00 9.432850061159421540e-02 9.083350935180473443e-03 3.383059990906484363e-04
9.199999999999999289e+00 9.388960878772568963e-02 9.160528845615103360e-03 3.362531402890144624e-04
9.250000000000000000e+00 9.345610096570419745e-02 9.221113263306003269e-03 3.349389574421345376e-04
9.300000000000000711e+00 9.302157410706320129e-02 9.267572494646061920e-03 3.333813224420672941e-04
9.349999999999999645e+00 9.258712313874610522e-02 9.303919113139326805e-03 3.327483924073521156e-04
9.400000000000000355e+00 9.215814860262228070e-02 9.334636813254124088e-03 3.352176118066688159e-04
9.449999999999999289e+00 9.173554004177118804e-02 9.360928775410752231e-03 3.399145907030956212e-04
9.500000000000000000e+00 9.131281005222224856e-02 9.381727609923205119e-03 3.433900069385097207e-04
9.550000000000000711e+00 9.088135249434128871e-02 9.393970519259210034e-03 3.409776873647213597e-04
9.599999999999999645e+00 9.043698793971713390e-02 9.393257549480877808e-03 3.334081280579331711e-04
9.650000000000000355e+00 8.997944146776663821e-02 9.379051908676648910e-03 3.222608470905923808e-04
9.699999999999999289e+00 8.951318342438643882e-02 9.358727619646352303e-03 3.076696587115521531e-04
9.750000000000000000e+00 8.904333773043353328e-02 9.340838304252066862e-03 2.954031801066413698e-04
9.800000000000000711e+00 8.856542709459187812e-02 9.325136094339950277e-03 2.871605703010968289e-04
9.849999999999999645e+00 8.806856731302342700e-02 9.309056392851528666e-03 2.793614273408492280e-04
9.900000000000000355e+00 8.754909419883660782e-02 9.294392456801052124e-03 2.682887374927304491e-04
9.949999999999999289e+00 8.702249932980037073e-02 9.290589043742030970e-03 2.615141967992746477e-04
1.000000000000000000e+01 8.651086984202666086e-02 9.306330329065802195e-03 2.620437394850611825e-04
1.005000000000000071e+01 8.602502251899504793e-02 9.341528671050121704e-03 2.639096308726558162e-04
1.009999999999999964e+01 8.556476574974457294e-02 9.389247094020603673e-03 2.600910588625937820e-04
1.015000000000000036e+01 8.512984072698737137e-02 9.438119735829862342e-03 2.512931805927789931e-04
1.019999999999999929e+01 8.472179827867161450e-02 9.482160720644401686e-03 2.421145993560799099e-04
1.025000000000000000e+01 8.433838283063481434e-02 9.521244386070003979e-03 2.355891780981347070e-04
1.030000000000000071e+01 8.397349118262706358e-02 9.553700043650461757e-03 2.305434683187478680e-04
1.034999999999999964e+01 8.362301976921178437e-02 9.577447198029007472e-03 2.278954437810063404e-04
1.040000000000000036e+01 8.328155729865371892e-02 9.594353297744885947e-03 2.261986672727835145e-04
1.044999999999999929e+01 8.294012905580974704e-02 9.605838573734881009e-03 2.216434920986696394e-04
1.050000000000000000e+01 8.259266484056695945e-02 9.611608573848330617e-03 2.160274193072418247e-04
1.055000000000000071e+01 8.223424901638679008e-02 9.616302949614831397e-03 2.125552814913602101e-04
1.059999999999999964e+01 8.185591707439904274e-02 9.624489511831653410e-03 2.105610615863673591e-04
1.065000000000000036e+01 8.144919053873643511e-02 9.635328400493508444e-03 2.087352962434961101e-04
1.069999999999999929e+01 8.101212499688527358e-02 9.649889559928712807e-03 2.050797831767713932e-04
1.075000000000000000e+01 8.054982461404916472e-02 9.674875467230822923e-03 1.984205425544092647e-04
1.080000000000000071e+01 8.006906589494279525e-02 9.715743165090020422e-03 1.915604709877795277e-04
1.084999999999999964e+01 7.957165732694274074e-02 9.771297716950169340e-03 1.860052820655938555e-04
1.090000000000000036e+01 7.905593386306107584e-02 9.838076710774783934e-03 1.811169981867243495e-04
1.094999999999999929e+01 7.852060223735420064e-02 9.913560673352963745e-03 1.775118003245701676e-04
1.100000000000000000e+01 7.796547567455304473e-02 9.992113157429935791e-03 1.762129385614381492e-04
1.105000000000000071e+01 7.739182443117023635e-02 1.006529856154358277e-02 1.766612410134222948e-04
1.109999999999999964e+01 7.680382987980466369e-02 1.012827535067636203e-02 1.767485052912390082e-04
1.115000000000000036e+01 7.621057231262619303e-02 1.018415580807840830e-02 1.742823345585261966e-04
1.119999999999999929e+01 7.562467032170129555e-02 1.023582197811548702e-02 1.716177374195046576e-04
1.125000000000000000e+01 7.505380149447488103e-02 1.028227175453820356e-02 1.703774747177637004e-04
1.130000000000000071e+01 7.449668330381771508e-02 1.032128719929969324e-02 1.684114593821875471e-04
1.134999999999999964e+01 7.395036118709294448e-02 1.035272294415429985e-02 1.649747916699175246e-04
1.140000000000000036e+01 7.341601745370072984e-02 1.038020038510953889e-02 1.618812571966551722e-04
1.144999999999999929e+01 7.289690135791168646e-02 1.040696759199041289e-02 1.603990182504530764e-04
1.150000000000000000e+01 7.239463137294896433e-02 1.043258272572594736e-02 1.596600520005727112e-04
1.155000000000000071e+01 7.190828858639483623e-02 1.045342798752528501e-02 1.582748608070267565e-04
1.159999999999999964e+01 7.143692620186373188e-02 1.046519205047494010e-02 1.572623541411291277e-04
1.165000000000000036e+01 7.097945071587974386e-02 1.046484493855875247e-02 1.587191583439824939e-04
1.169999999999999929e+01 7.053128795330076972e-02 1.045116318884359990e-02 1.607340709750694594e-04
1.175000000000000000e+01 7.008722662492693212e-02 1.042572828510335281e-02 1.609988523846450777e-04
1.180000000000000071e+01 6.964596364579911381e-02 1.039219526103436243e-02 1.599429781240002191e-04
1.184999999999999964e+01 6.920948449432674787e-02 1.035477326689030093e-02 1.582341766076141021e-04
1.190000000000000036e+01 6.877954082708144512e-02 1.031691496404781028e-02 1.567679306174993065e-04
1.194999999999999929e+01 6.835384872518744659e-02 1.027904172087809077e-02 1.543978401646218124e-04
1.200000000000000000e+01 6.792805487282028987e-02 1.023866112139756174e-02 1.502030348588953774e-04
1.205000000000000071e+01 6.749893954321513345e-02 1.019344741364120593e-02 1.456052298690860996e-04
1.209999999999999964e+01 6.706519072838044992e-02 1.014372756370723015e-02 1.426139201708804486e-04
1.215000000000000036e+01 6.662539176077357517e-02 1.009120834344876677e-02 1.409882641704655176e-04
1.219999999999999929e+01 6.617677407511014798e-02 1.003617046660379604e-02 1.395068920047075540e-04
1.225000000000000000e+01 6.571688322643895463e-02 9.977516872728950381e-03 1.387926218870409365e-04
1.230000000000000071e+01 6.524380529480289237e-02 9.913842491568179358e-03 1.393710413325731921e-04
1.234999999999999964e+01 6.475625166738512017e-02 9.843789659473686088e-03 1.406357338407940240e-04
1.240000000000000036e+01 6.425433276354218515e-02 9.767706268579206749e-03 1.416841548090365149e-04
1.244999999999999929e+01 6.373963342500139906e-02 9.687658750844900177e-03 1.410541540378053196e-04
1.250000000000000000e+01 6.321669415657328595e-02 9.606001301144818580e-03 1.377465356773910138e-04
1.255000000000000071e+01 6.269375589783879321e-02 9.524693780696738901e-03 1.331472508437893344e-04
1.259999999999999964e+01 6.217831299750228857e-02 9.445112368194136937e-03 1.296451023607695014e-04
1.265000000000000036e+01 6.167211642887197171e-02 9.366984731843899792e-03 1.270742329153258304e-04
1.269999999999999929e+01 6.117358255665167333e-02 9.289055243529126607e-03 1.244063790310513651e-04
1.275000000000000000e+01 6.068156308440838392e-02 9.210413457001563955e-03 1.219873870589539215e-04
1.280000000000000071e+01 6.019497244269552544e-02 9.130667186160942861e-03 1.196643719362005051e-04
1.284999999999999964e+01 5.971354553480062721e-02 9.049957684311533621e-03 1.175855904125156507e-04
1.290000000000000036e+01 5.923758056465956018e-02 8.969480965921306642e-03 1.171038716194026778e-04
1.294999999999999929e+01 5.876452778235193714e-02 8.890906061187257153e-03 1.175207316817270334e-04
1.300000000000000000e+01 5.829004648815006018e-02 8.814898759168535158e-03 1.175894552722885663e-04
1.305000000000000071e+01 5.781095897884272472e-02 8.740895340685702133e-03 1.175458581543041147e-04
1.309999999999999964e+01 5.732524285097593403e-02 8.667670050648284760e-03 1.175644513032628554e-04
1.315000000000000036e+01 5.683227780638136495e-02 8.594095938845153909e-03 1.169430233582205040e-04
1.319999999999999929e+01 5.633473939081899695e-02 8.520102414641001973e-03 1.153661915905028143e-04
1.325000000000000000e+01 5.583894040823432492e-02 8.446406834423315219e-03 1.135331444499123574e-04
1.330000000000000071e+01 5.535228543354501346e-02 8.373443131739218004e-03 1.122855972295766519e-04
1.334999999999999964e+01 5.488056556696178923e-02 8.301403714135595011e-03 1.116604750368736186e-04
1.340000000000000036e+01 5.442751942518771202e-02 8.230714737747057974e-03 1.118752013699916403e-04
1.344999999999999929e+01 5.399401148236812609e-02 8.161865004159022871e-03 1.132204963405507352e-04
1.350000000000000000e+01 5.357716341939457866e-02 8.095168314981851174e-03 1.145557465351930014e-04
1.355000000000000071e+01 5.317297558400215646e-02 8.031057038786469995e-03 1.143363920710236618e-04
1.359999999999999964e+01 5.277987878937895339e-02 7.970167867757553537e-03 1.123355687069603367e-04
1.365000000000000036e+01 5.239911916401082670e-02 7.912694270156667500e-03 1.099051751210192201e-04
1.369999999999999929e+01 5.203157978884908469e-02 7.857740810715396068e-03 1.083237055051743407e-04
1.375000000000000000e+01 5.167526038782803421e-02 7.803508280277877962e-03 1.077395740490400260e-04
1.380000000000000071e+01 5.132627146467104440e-02 7.747997693491298632e-03 1.073670964836437102e-04
1.384999999999999964e+01 5.098186587210923326e-02 7.689831957703036069e-03 1.064258848362411002e-04
1.390000000000000036e+01 5.064245392125198142e-02 7.628766496552816592e-03 1.049254287199791300e-04
1.394999999999999929e+01 5.031113992068989710e-02 7.565636156906934209e-03 1.034570189155475093e-04
1.400000000000000000e+01 4.999146030127494394e-02 7.501760429153890054e-03 1.027103848362881865e-04
1.405000000000000071e+01 4.968491448903809143e-02 7.438102060527641314e-03 1.028658132093874687e-04
1.409999999999999964e+01 4.939006870626147516e-02 7.374537566638957563e-03 1.036266279553666337e-04
1.415000000000000036e+01 4.910319917315843913e-02 7.310295295462025146e-03 1.044814193487910212e-04
1.419999999999999929e+01 4.881977763212191901e-02 7.245110873578650308e-03 1.048787412178244985e-04
1.425000000000000000e+01 4.853631126534842938e-02 7.179398278164463715e-03 1.047089439519370568e-04
1.430000000000000071e+01 4.825149226725924945e-02 7.113779467890103160e-03 1.042118009956439400e-04
1.434999999999999964e+01 4.796618476092331940e-02 7.048965784093880887e-03 1.038606492558907747e-04
1.440000000000000036e+01 4.768177847610542697e-02 6.985571411888692739e-03 1.041625132585441557e-04
1.444999999999999929e+01 4.739776800372112742e-02 6.923721522356704634e-03 1.051133299909061229e-04
1.450000000000000000e+01 4.711106015051967633e-02 6.862964545694245910e-03 1.061010417801068326e-04
