Time,KineticEnergy,SolenoidalDissipation,DilatationalDissipation
0.0005,,,
0.05,0.12498923714482349,0.0004689460097316286,5.920713613112564e-07
0.1,0.1250034593618289,0.000469699682007131,2.2827206590289434e-06
0.15,0.12504049747730625,0.0004710287752536247,4.842865934564951e-06
0.2,0.12509710599556995,0.000472948450679273,7.94298838415427e-06
0.25,0.12516945107944646,0.00047546949419463786,1.120166059089744e-05
0.3,0.12525364536452674,0.0004785887277938378,1.426295050592927e-05
0.35,0.12534624705116995,0.00048228567570319895,1.685499459180374e-05
0.4,0.12544477926688116,0.00048651398614548504,1.883684484541556e-05
0.45,0.12554797662185427,0.00049120333453591,2.0229424367293116e-05
0.5,0.12565569539520294,0.0004962641323280417,2.1199393444608458e-05
0.55,0.1257687026120835,0.000501600373276079,2.2008833666852338e-05
0.6,0.12588808881025546,0.0005071211287672545,2.2944849372380114e-05
0.65,0.12601426814808697,0.0005127541524079,2.4259586905555635e-05
0.7,0.1261464674491582,0.0005184530997549735,2.613129875560105e-05
0.75,0.1262820321645313,0.000524199087996049,2.8626371836016357e-05
0.8,0.12641608736234394,0.0005299962020585189,3.167832047532149e-05
0.85,0.12654223280345936,0.0005358673527270341,3.5095861195148094e-05
0.9,0.12665339630088973,0.000541847132692559,3.8613873460665305e-05
0.95,0.12674338969617405,0.0005479753252315262,4.196995987953403e-05
1.0,0.12680820343831442,0.0005542906138577161,4.49869583415338e-05
1.05,0.1268470751155733,0.0005608258874877686,4.7629531017410505e-05
1.1,0.12686231067836046,0.0005676042526374554,5.0004462217122674e-05
1.15,0.12685858005341966,0.0005746372077286544,5.230020280889438e-05
1.2,0.12684185353373995,0.000581923665530042,5.4702307045910235e-05
1.25,0.12681811194354395,0.0005894485243546318,5.7332885298959025e-05
1.3,0.1267930026305499,0.0005971838735766157,6.0236027743069334e-05
1.35,0.12677157096827033,0.0006050909522064615,6.34163961825983e-05
1.4,0.1267585406038449,0.0006131231154749246,6.690891481887902e-05
1.45,0.1267584530311947,0.0006212306408454522,7.084487644234447e-05
1.5,0.1267753028967821,0.0006293685746722173,7.542219252916748e-05
1.55,0.1268117036535257,0.0006375009876450086,8.080858763054634e-05
1.6,0.1268676485861911,0.0006456093996450523,8.702839362675865e-05
1.65,0.1269404614233813,0.0006536978614475042,9.391128989734336e-05
1.7,0.12702597249647304,0.0006617900471786801,0.00010123524705621227
1.75,0.1271181441443677,0.0006699294956355183,0.00010875747653787424
1.8,0.12720981101879741,0.0006781724661238391,0.00011621164149854759
