x y z
484.848485 4.593906 3.815937
490.909091 1.080611 3.815937
496.969697 4.003073 3.815937
503.030303 1.300501 3.815937
509.090909 3.583973 3.815937
515.151515 6.269676 3.815937
521.212121 7.493116 3.815937
527.272727 10.768273 3.815937
533.333333 5.507305 3.815937
539.393939 2.955835 3.815937
545.454545 3.816958 3.815937
551.515152 3.902339 3.815937
557.575758 9.323325 3.815937
563.636364 2.752615 3.815937
569.696970 3.326878 3.815937
575.757576 2.330028 3.815937
581.818182 6.647802 3.815937
587.878788 5.135524 3.815937
593.939394 7.116446 3.815937
600.000000 10.909652 3.815937
0.000000 13.175562 4.769922
6.060606 8.627513 4.769922
12.121212 14.505045 4.769922
18.181818 3.176344 4.769922
24.242424 2.802874 4.769922
30.303030 5.744664 4.769922
36.363636 4.442839 4.769922
42.424242 6.116484 4.769922
48.484848 2.263020 4.769922
54.545455 2.600288 4.769922
60.606061 2.482019 4.769922
66.666667 9.716962 4.769922
72.727273 3.057057 4.769922
78.787879 7.166273 4.769922
84.848485 4.853341 4.769922
90.909091 2.600231 4.769922
96.969697 5.727163 4.769922
103.030303 5.964839 4.769922
109.090909 4.560104 4.769922
115.151515 4.273061 4.769922
121.212121 3.444685 4.769922
127.272727 3.699450 4.769922
133.333333 3.259234 4.769922
139.393939 4.257684 4.769922
145.454545 2.414613 4.769922
151.515152 6.810905 4.769922
157.575758 6.319598 4.769922
163.636364 5.730413 4.769922
169.696970 4.695908 4.769922
175.757576 1.485760 4.769922
181.818182 1.419004 4.769922
187.878788 2.028003 4.769922
193.939394 3.343264 4.769922
200.000000 9.362685 4.769922
206.060606 5.931044 4.769922
212.121212 3.124121 4.769922
218.181818 10.490810 4.769922
224.242424 5.932835 4.769922
230.303030 7.692222 4.769922
236.363636 9.321914 4.769922
242.424242 2.144276 4.769922
248.484848 5.984443 4.769922
254.545455 4.222712 4.769922
260.606061 7.727366 4.769922
266.666667 5.964839 4.769922
272.727273 5.356696 4.769922
278.787879 4.171707 4.769922
284.848485 2.957414 4.769922
290.909091 9.086815 4.769922
296.969697 7.403565 4.769922
303.030303 4.779839 4.769922
309.090909 3.378553 4.769922
315.151515 4.746059 4.769922
321.212121 4.494296 4.769922
327.272727 7.166273 4.769922
333.333333 4.848006 4.769922
339.393939 4.530727 4.769922
345.454545 6.150911 4.769922
351.515152 4.884478 4.769922
357.575758 2.718838 4.769922
363.636364 8.539835 4.769922
369.696970 3.343264 4.769922
375.757576 3.937540 4.769922
381.818182 4.290295 4.769922
387.878788 5.710817 4.769922
393.939394 0.253496 4.769922
400.000000 6.002569 4.769922
406.060606 3.089955 4.769922
412.121212 3.816490 4.769922
418.181818 6.246516 4.769922
424.242424 9.344897 4.769922
430.303030 1.739159 4.769922
436.363636 4.222673 4.769922
442.424242 5.388843 4.769922
448.484848 4.543230 4.769922
454.545455 4.527020 4.769922
460.606061 1.283365 4.769922
466.666667 4.374329 4.769922
472.727273 2.752419 4.769922
478.787879 7.259087 4.769922
484.848485 4.019274 4.769922
490.909091 1.654539 4.769922
496.969697 4.779848 4.769922
503.030303 0.472937 4.769922
509.090909 6.458304 4.769922
515.151515 7.421283 4.769922
521.212121 5.189431 4.769922
527.272727 9.035700 4.769922
533.333333 4.932673 4.769922
539.393939 1.807268 4.769922
545.454545 4.392293 4.769922
551.515152 5.626468 4.769922
557.575758 10.479625 4.769922
563.636364 3.326778 4.769922
569.696970 4.475672 4.769922
575.757576 4.495141 4.769922
581.818182 5.359864 4.769922
587.878788 5.846591 4.769922
593.939394 5.964839 4.769922
600.000000 8.596579 4.769922
0.000000 11.634390 5.723906
6.060606 7.302383 5.723906
12.121212 15.047475 5.723906
18.181818 3.751845 5.723906
24.242424 2.634292 5.723906
30.303030 5.474658 5.723906
36.363636 3.394007 5.723906
42.424242 6.793762 5.723906
48.484848 1.722493 5.723906
54.545455 2.432271 5.723906
60.606061 3.092025 5.723906
66.666667 8.331678 5.723906
72.727273 2.786945 5.723906
78.787879 6.743103 5.723906
84.848485 2.483348 5.723906
90.909091 2.635246 5.723906
96.969697 5.828858 5.723906
103.030303 5.016456 5.723906
109.090909 3.749611 5.723906
115.151515 4.916075 5.723906
121.212121 3.749315 5.723906
127.272727 2.279578 5.723906
133.333333 2.583403 5.723906
139.393939 4.871793 5.723906
145.454545 2.989369 5.723906
151.515152 6.642075 5.723906
157.575758 6.590468 5.723906
163.636364 7.251980 5.723906
169.696970 3.748877 5.723906
175.757576 1.418652 5.723906
181.818182 0.304300 5.723906
187.878788 2.535237 5.723906
193.939394 3.546199 5.723906
200.000000 11.126535 5.723906
206.060606 5.829515 5.723906
212.121212 2.178054 5.723906
218.181818 11.131828 5.723906
224.242424 7.454402 5.723906
230.303030 6.137547 5.723906
236.363636 8.267971 5.723906
242.424242 1.772759 5.723906
248.484848 6.998775 5.723906
254.545455 5.171095 5.723906
260.606061 8.235221 5.723906
266.666667 5.016456 5.723906
272.727273 4.408314 5.723906
278.787879 4.965947 5.723906
284.848485 2.076929 5.723906
290.909091 10.715333 5.723906
296.969697 7.099307 5.723906
303.030303 4.713891 5.723906
309.090909 2.735532 5.723906
315.151515 4.814188 5.723906
321.212121 3.597023 5.723906
327.272727 5.981403 5.723906
333.333333 4.002380 5.723906
339.393939 4.260684 5.723906
345.454545 4.359674 5.723906
351.515152 4.562249 5.723906
357.575758 2.280627 5.723906
363.636364 7.963445 5.723906
369.696970 4.360001 5.723906
375.757576 3.396434 5.723906
381.818182 3.140660 5.723906
387.878788 6.387268 5.723906
393.939394 0.506805 5.723906
400.000000 8.573719 5.723906
406.060606 3.546199 5.723906
412.121212 3.343264 5.723906
418.181818 6.246516 5.723906
424.242424 9.447670 5.723906
430.303030 1.367600 5.723906
436.363636 4.966011 5.723906
442.424242 4.915038 5.723906
448.484848 4.408200 5.723906
454.545455 5.169793 5.723906
460.606061 1.216478 5.723906
466.666667 3.800207 5.723906
472.727273 2.685531 5.723906
478.787879 9.898690 5.723906
484.848485 4.054731 5.723906
490.909091 3.396466 5.723906
496.969697 5.020520 5.723906
503.030303 0.609427 5.723906
509.090909 7.100332 5.723906
515.151515 7.963166 5.723906
521.212121 3.648073 5.723906
527.272727 7.507345 5.723906
533.333333 4.459447 5.723906
539.393939 1.674930 5.723906
545.454545 4.866098 5.723906
551.515152 6.082798 5.723906
557.575758 11.329187 5.723906
563.636364 3.495362 5.723906
569.696970 4.306883 5.723906
575.757576 6.084960 5.723906
581.818182 4.308213 5.723906
587.878788 7.914699 5.723906
593.939394 5.117986 5.723906
600.000000 6.793390 5.723906
0.000000 11.055535 6.677890
6.060606 7.878656 6.677890
12.121212 12.058314 6.677890
18.181818 4.328117 6.677890
24.242424 4.358421 6.677890
30.303030 5.474658 6.677890
36.363636 2.971873 6.677890
42.424242 7.947480 6.677890
48.484848 4.021861 6.677890
54.545455 4.158510 6.677890
60.606061 6.548728 6.677890
66.666667 9.902584 6.677890
72.727273 3.935740 6.677890
78.787879 5.593137 6.677890
84.848485 2.483348 6.677890
90.909091 5.513094 6.677890
96.969697 6.405131 6.677890
103.030303 5.016456 6.677890
109.090909 3.884439 6.677890
115.151515 6.645129 6.677890
121.212121 5.475554 6.677890
127.272727 2.279578 6.677890
133.333333 1.435311 6.677890
139.393939 8.351749 6.677890
145.454545 3.564566 6.677890
151.515152 8.374648 6.677890
157.575758 5.440502 6.677890
163.636364 7.828253 6.677890
169.696970 3.748877 6.677890
175.757576 3.632205 6.677890
181.818182 2.027023 6.677890
187.878788 5.409569 6.677890
193.939394 4.696165 6.677890
200.000000 7.669832 6.677890
206.060606 5.254180 6.677890
212.121212 2.178054 6.677890
218.181818 9.390092 6.677890
224.242424 8.030675 6.677890
230.303030 4.985939 6.677890
236.363636 7.691698 6.677890
242.424242 2.346922 6.677890
248.484848 4.700717 6.677890
254.545455 5.171095 6.677890
260.606061 11.113069 6.677890
266.666667 5.016456 6.677890
272.727273 4.408314 6.677890
278.787879 3.243223 6.677890
284.848485 2.076929 6.677890
290.909091 11.874688 6.677890
296.969697 5.375178 6.677890
303.030303 7.021799 6.677890
309.090909 3.580078 6.677890
315.151515 5.965795 6.677890
321.212121 4.746989 6.677890
327.272727 5.406068 6.677890
333.333333 4.577012 6.677890
339.393939 5.408776 6.677890
345.454545 4.866098 6.677890
351.515152 7.444789 6.677890
357.575758 5.158475 6.677890
363.636364 6.338797 6.677890
369.696970 7.823040 6.677890
375.757576 5.636434 6.677890
381.818182 1.992568 6.677890
387.878788 6.861957 6.677890
393.939394 0.928809 6.677890
400.000000 9.730019 6.677890
406.060606 4.696165 6.677890
412.121212 3.343264 6.677890
418.181818 6.246516 6.677890
424.242424 9.995987 6.677890
430.303030 2.482818 6.677890
436.363636 3.817217 6.677890
442.424242 4.915038 6.677890
448.484848 4.340419 6.677890
454.545455 3.445664 6.677890
460.606061 3.516880 6.677890
466.666667 2.989723 6.677890
472.727273 4.985933 6.677890
478.787879 10.477544 6.677890
484.848485 6.937271 6.677890
490.909091 3.260098 6.677890
496.969697 9.065940 6.677890
503.030303 4.061203 6.677890
509.090909 6.575524 6.677890
515.151515 7.014834 6.677890
521.212121 4.222704 6.677890
527.272727 6.932010 6.677890
533.333333 4.459447 6.677890
539.393939 6.286061 6.677890
545.454545 4.663308 6.677890
551.515152 6.658347 6.677890
557.575758 8.446737 6.677890
563.636364 2.971849 6.677890
569.696970 4.340419 6.677890
575.757576 4.358721 6.677890
581.818182 3.732879 6.677890
587.878788 6.522483 6.677890
593.939394 6.117048 6.677890
600.000000 7.369663 6.677890
0.000000 10.476681 7.631875
6.060606 8.454929 7.631875
12.121212 7.416164 7.631875
18.181818 6.936362 7.631875
24.242424 6.083419 7.631875
30.303030 5.474658 7.631875
36.363636 2.397710 7.631875
42.424242 9.101199 7.631875
48.484848 6.322264 7.631875
54.545455 5.326265 7.631875
60.606061 7.278670 7.631875
66.666667 6.445881 7.631875
72.727273 5.084535 7.631875
78.787879 4.443171 7.631875
84.848485 2.483348 7.631875
90.909091 8.323197 7.631875
96.969697 8.611180 7.631875
103.030303 3.935295 7.631875
109.090909 3.309807 7.631875
115.151515 8.374182 7.631875
121.212121 7.201793 7.631875
127.272727 2.279578 7.631875
133.333333 0.827584 7.631875
139.393939 10.254816 7.631875
145.454545 4.138729 7.631875
151.515152 10.107222 7.631875
157.575758 4.290535 7.631875
163.636364 8.404526 7.631875
169.696970 3.748877 7.631875
175.757576 3.058276 7.631875
181.818182 2.769904 7.631875
187.878788 8.030858 7.631875
193.939394 5.846131 7.631875
200.000000 4.213130 7.631875
206.060606 4.678846 7.631875
212.121212 2.178054 7.631875
218.181818 9.133938 7.631875
224.242424 8.369666 7.631875
230.303030 3.834332 7.631875
236.363636 7.115425 7.631875
242.424242 2.921085 7.631875
248.484848 2.402659 7.631875
254.545455 4.612558 7.631875
260.606061 9.581248 7.631875
266.666667 4.881268 7.631875
272.727273 4.408314 7.631875
278.787879 1.520499 7.631875
284.848485 2.076929 7.631875
290.909091 12.897784 7.631875
296.969697 4.513124 7.631875
303.030303 9.617026 7.631875
309.090909 3.005915 7.631875
315.151515 7.117403 7.631875
321.212121 5.896956 7.631875
327.272727 4.830734 7.631875
333.333333 4.746191 7.631875
339.393939 4.224171 7.631875
345.454545 4.866098 7.631875
351.515152 10.327328 7.631875
357.575758 8.036322 7.631875
363.636364 4.612558 7.631875
369.696970 11.286079 7.631875
375.757576 5.636434 7.631875
381.818182 0.844476 7.631875
387.878788 5.711991 7.631875
393.939394 1.502738 7.631875
400.000000 10.886320 7.631875
406.060606 5.846131 7.631875
412.121212 3.174420 7.631875
418.181818 5.227339 7.631875
424.242424 9.420652 7.631875
430.303030 4.206947 7.631875
436.363636 2.668422 7.631875
442.424242 4.915038 7.631875
448.484848 3.765787 7.631875
454.545455 1.907916 7.631875
460.606061 6.256187 7.631875
466.666667 1.266999 7.631875
472.727273 7.286336 7.631875
478.787879 11.056399 7.631875
484.848485 9.819810 7.631875
490.909091 3.834261 7.631875
496.969697 10.931229 7.631875
503.030303 5.344922 7.631875
509.090909 4.275122 7.631875
515.151515 5.863226 7.631875
521.212121 4.797336 7.631875
527.272727 6.356676 7.631875
533.333333 4.730950 7.631875
539.393939 7.809973 7.631875
545.454545 2.939178 7.631875
551.515152 7.234620 7.631875
557.575758 5.564197 7.631875
563.636364 2.397686 7.631875
569.696970 3.765787 7.631875
575.757576 3.579870 7.631875
581.818182 4.510191 7.631875
587.878788 5.947148 7.631875
593.939394 7.268656 7.631875
600.000000 7.945936 7.631875
0.000000 9.593361 8.585859
6.060606 8.217123 8.585859
12.121212 4.611748 8.585859
18.181818 10.513964 8.585859
24.242424 7.658109 8.585859
30.303030 6.691695 8.585859
36.363636 2.737314 8.585859
42.424242 9.847453 8.585859
48.484848 8.013736 8.585859
54.545455 5.479118 8.585859
60.606061 6.550412 8.585859
66.666667 3.904187 8.585859
72.727273 5.016456 8.585859
78.787879 3.749716 8.585859
84.848485 2.841474 8.585859
90.909091 10.206392 8.585859
96.969697 10.615993 8.585859
103.030303 3.546980 8.585859
109.090909 3.039268 8.585859
115.151515 8.527230 8.585859
121.212121 7.963511 8.585859
127.272727 1.975529 8.585859
133.333333 1.672286 8.585859
139.393939 11.404356 8.585859
145.454545 4.560908 8.585859
151.515152 10.311011 8.585859
157.575758 3.292912 8.585859
163.636364 8.369666 8.585859
169.696970 3.295889 8.585859
175.757576 2.940176 8.585859
181.818182 3.191910 8.585859
187.878788 8.879181 8.585859
